index,review,tagging
834,고기가 큼지막해서 맛있어요 양도 34인분 정도로 넉넉해요,"{'고기가 큼지막해서 맛있어요': '맛/향/풍미', '양도 34인분 정도로 넉넉해요': '양'}"
835,생일에 급하게 주문 양이 좀 많았으면 좋겠어요 맛있어요,"{'양이 좀 많았으면 좋겠어요': '양', '맛있어요': '맛/향/풍미'}"
836,자주 사요 너무 너머 맛있러요,{'너무 너머 맛있러요': '맛/향/풍미'}
837,진짜 시판 미역국 중에 최고,{'진짜 시판 미역국 중에 최고': '맛/향/풍미'}
838,"정말 국 끓이기 싫은 날 먹는 국이예요 
집에서 만든 미역국이 최고예요 ",{}
839,"맛있어요
갈 빗살 미역국 베이스로 미역 추가하고 간 좀 더 해서 먹어요
국이 아니라 찌개처럼 건더기 많은 걸 좋아해서 미역 많이 추가합니다
그렇게 해도 기본이 맛있으니 맛있더라구요","{'맛있어요': '맛/향/풍미', '갈 빗살 미역국 베이스로 미역 추가하고 간 좀 더 해서 먹어요': '활용 방법', '국이 아니라 찌개처럼 건더기 많은 걸 좋아해서 미역 많이 추가합니다': '활용 방법', '그렇게 해도 기본이 맛있으니 맛있더라구요': '맛/향/풍미'}"
840,외할머니 댁 차돌 된장찌개를 자주 먹고 맛있어서 미역국도 기대하며 주문했는데 개인차겠지만 제 입맛엔 좀 고기가 비리고 별로였습니다 ,{'제 입맛엔 좀 고기가 비리고 별로였습니다': '맛/향/풍미'}
841,"지인 추천으로 미역국을 신청했는데
고기의 질이 훌륭하고
맛이 식당 못지않게 맛있습니다
옛날  어머니가 끓여 주신 맛이여서
좋았습니다","{'고기의 질이 훌륭하고': '맛/향/풍미', '맛이 식당 못지않게 맛있습니다': '맛/향/풍미', '옛날 어머니가 끓여 주신 맛이여서 좋았습니다': '맛/향/풍미'}"
842,"생일상
잘
차려 먹었어요 굿",{}
843,미역국은 이게 진짜 최고네요,{'미역국은 이게 진짜 최고네요': '맛/향/풍미'}
844,막둥이 생일 국으로 먹었습니다 갈 빗살이 잔 뜻 들어 있어서 진하게 맛있었어요,"{'갈 빗살이 잔 뜻 들어 있어서': '맛/향/풍미', '진하게 맛있었어요': '맛/향/풍미'}"
845,고기가 큼직하고 맛있어요 존 맛,"{'고기가 큼직하고': '양', '맛있어요': '맛/향/풍미', '존 맛': '맛/향/풍미'}"
846,"생일날 너무 맛있게 먹었어요 가성비 좋아요 고기도 먹기 좋은 크기로 적당량 들어 있네요
간도 딱 잘 맞고요
직접 끓인 미역국보다 더 더 맛나네요","{'생일날 너무 맛있게 먹었어요': '맛/향/풍미', '가성비 좋아요': '가격', '고기도 먹기 좋은 크기로 적당량 들어 있네요': '양', '간도 딱 잘 맞고요': '맛/향/풍미', '직접 끓인 미역국보다 더 더 맛나네요': '맛/향/풍미'}"
847,맛있어서 주문 중인데 해동하면 국물이 포장지에서 나옵니다 계속 그런다는 냉동 상태에서 끓이면 괜찮은데 해동하면 국물이 나와 용 맛은 갈비 살인데 말해 모해 가족들은 아주 맛있게 잘 먹습니다 계속 애용하려구용,"{'해동하면 국물이 포장지에서 나옵니다': '포장/배송', '냉동 상태에서 끓이면 괜찮은데': '보관', '맛은 갈비 살인데': '맛/향/풍미', '가족들은 아주 맛있게 잘 먹습니다': '맛/향/풍미', '계속 애용하려구용': '활용 방법'}"
848,건더기가 많이 있어서 좋아요,{'건더기가 많이 있어서 좋아요': '양'}
849,봉지가 살짝 터져서 와서 해동할 때 난감했어요 ,{'봉지가 살짝 터져서 와서 해동할 때 난감했어요': '포장/배송'}
850,"김치 포장도 종이 포장도 정성스럽네요 다만 김치는 칼로 찢어야함
김치찌개 맛도 좋고 간편해요
역시 김 구원","{'김치 포장도 종이 포장도 정성스럽네요': '포장/배송', '김치찌개 맛도 좋고 간편해요': '맛/향/풍미'}"
851,김 구원 선생 브랜드의 두부가 맛있어서 주문해 봤어요 맛있네요,"{'김 구원 선생 브랜드의 두부가 맛있어서': '맛/향/풍미', '맛있네요': '맛/향/풍미'}"
852,넉넉한 양에 김치도 많고 무엇보다 순두부가 국산 콩이라서 시켜 봤어요 육수 팩도 있어서 좋네요 맛은 김치 맛이 많이 나고 제 입에는 좀 단 거 같아요 ,"{'넉넉한 양에 김치도 많고': '양', '무엇보다 순두부가 국산 콩이라서 시켜 봤어요': '맛/향/풍미', '육수 팩도 있어서 좋네요': '활용 방법', '맛은 김치 맛이 많이 나고 제 입에는 좀 단 거 같아요': '맛/향/풍미'}"
853,저도 좋아하지만 큰 아이들도 잘 먹어서 한 번씩 구매해요,{}
854,최고에요 김 구원 라인 다 맛있습니다,{}
855,그냥저냥 쏘쏘 먹을 만해요,{}
856,오늘 저녁에 끊였는데 국물 맛이 참 좋습니다 ,{'국물 맛이 참 좋습니다': '맛/향/풍미'}
857,김 구원 선생 김치 순두부찌개 먹어 보고 싶었는데 맛있네요,{'맛있네요': '맛/향/풍미'}
858,김치 순 두부찌개 맛있어요,{'김치 순 두부찌개 맛있어요': '맛/향/풍미'}
859,"색다른 순두부찌개입니다
김치 들어간 요리는 그게 뭐든 다 좋아해서
시켜 먹어 봤는데 칼칼히고 맛있었어요","{'색다른 순두부찌개입니다': '맛/향/풍미', '칼칼히고 맛있었어요': '맛/향/풍미'}"
860,김치찌개에 순두부를 넣은 맛이다,{'김치찌개에 순두부를 넣은 맛이다': '맛/향/풍미'}
861,양도 많고 맛 잇어요,"{'양도 많고': '양', '맛 잇어요': '맛/향/풍미'}"
862,"순두부찌개라기보단 김치 맛이 강한 제품이예요
먹을 만해요","{'순두부찌개라기보단 김치 맛이 강한 제품이예요': '맛/향/풍미', '먹을 만해요': '맛/향/풍미'}"
863,순두부찌개라기보다는 김칫국에 순두부 넣은 것 같은 아쉬움이,{'순두부찌개라기보다는 김칫국에 순두부 넣은 것 같은 아쉬움이': '맛/향/풍미'}
864,"맛있어요
저는 소세지 썰어 넣고 계란도 넣어서 끓였어요
반 김치찌개 반 부대찌개 반 순 두부찌개 맛 나요","{'맛있어요': '맛/향/풍미', '소세지 썰어 넣고 계란도 넣어서 끓였어요': '활용 방법', '반 김치찌개 반 부대찌개 반 순 두부찌개 맛 나요': '활용 방법'}"
865,그냥저냥 먹을 만 했어요,{}
866,"2명이 먹기에 양이 살짝 많아요 
묵은지가 아주 좋습니다","{'2명이 먹기에 양이 살짝 많아요': '양', '묵은지가 아주 좋습니다': '맛/향/풍미'}"
867,맛있어요 앞으로 자주 애용할 듯,{'맛있어요': '맛/향/풍미'}
868,아 저는 그냥 순두부가 좋네요,{}
869,참치 캔도 추가하니 더 괜찮아요,{}
870,한 끼 먹기 괜찮아요 국물 맛도 다시 팩 따로 있어 다르구요,"{'한 끼 먹기 괜찮아요': '양', '국물 맛도 다시 팩 따로 있어 다르구요': '맛/향/풍미'}"
871,깔끔하고 시원한 순두부 찌게 좋아요,{'깔끔하고 시원한 순두부 찌게 좋아요': '맛/향/풍미'}
872,"후기가 너무 후하게 적힌 게 아닐까 싶은데요
물 300ml로 8분 끓였더니 거의 다 쫄아서
물 다시 넣구
김치는 자르고 말고할 게 없던 데
순두부는 그 와중에 안 익어서 물 더 넣구 또 끓이고
언제까지 끓여야 적정 수준인지 가늠이 안 댐

졸여져서 냄비하나 절반 태워서
다른 냄비에 옮겨 담아서 사진만 찍고

맛은 묘하네요",{'맛은 묘하네요': '맛/향/풍미'}
873,국물 넉넉히 해서 밥 말아 먹기 좋아요 한 끼 먹고 남은 거엔 낼 수제비 넣어 먹어야겠네요,"{'국물 넉넉히 해서 밥 말아 먹기 좋아요': '양', '한 끼 먹고 남은 거엔 낼 수제비 넣어 먹어야겠네요': '활용 방법'}"
874,딸이 좋아해서 구매하게 되었어요  칼칼하고 매콤한 김치 맛이 아무래도 한국인 입맛에는 가장 잘 맞나 봐요  저도 맛있게 먹었어요 냉동실에 있는 차돌박이를 푸짐하게 넣어 먹으니 꿀맛이네요,"{'딸이 좋아해서 구매하게 되었어요': '활용 방법', '칼칼하고 매콤한 김치 맛이 아무래도 한국인 입맛에는 가장 잘 맞나 봐요': '맛/향/풍미', '저도 맛있게 먹었어요': '맛/향/풍미', '냉동실에 있는 차돌박이를 푸짐하게 넣어 먹으니 꿀맛이네요': '양'}"
875,김치가 신김치가 아니라 생 김치라 좀 아쉬워요 양념과 딱 좋아요,"{'김치가 신김치가 아니라 생 김치라 좀 아쉬워요': '맛/향/풍미', '양념과 딱 좋아요': '맛/향/풍미'}"
876,"김치가 커서 잘라 주었구요 짤까 봐 물 양을 500cc으로 잡았는데
찌개 소스가 들어가니 양이 많아져서 건더기가 적게 느껴졌어요 설명서대로 300cc만 넣으세요","{'김치가 커서 잘라 주었구요': '활용 방법', '물 양을 500cc으로 잡았는데': '양', '찌개 소스가 들어가니 양이 많아져서 건더기가 적게 느껴졌어요': '양', '설명서대로 300cc만 넣으세요': '활용 방법'}"
877,"맛은 둘째치고 김치 포장이 터져서 박스에 김치 국물 다 흘렀어요 
김치 포장이 아예 열려 있네요 
다른 분들도 많이 겪으신 현상 같은데
이쯤 되면 미리 제작해 놓은 포장 용기나 밀폐하는 봉 인기
지금이라도 폐기하시고 다시 만드셔야하는 거 아닌가요 ","{'김치 포장이 터져서 박스에 김치 국물 다 흘렀어요': '포장/배송', '김치 포장이 아예 열려 있네요': '포장/배송', '미리 제작해 놓은 포장 용기나 밀폐하는 봉 인기': '포장/배송', '지금이라도 폐기하시고 다시 만드셔야하는 거 아닌가요': '포장/배송'}"
878,순두줔지개 맛있 논 ㅅㄴ,{}
879,처음 사 봤는데 멸치 육수 낼 수 있는 거랑 팽이버섯까지 있네요 맘에 들어요,{'멸치 육수 낼 수 있는 거랑 팽이버섯까지 있네요': '활용 방법'}
880,"김구 원 선생 꺼는 맛 보장이라는 댓글 맞네요 맞아
좋아하는 참치 한 캔 넣었더니 너무 맛있게 먹었어요 
비상용으로 재구매 갑니다","{'김구 원 선생 꺼는 맛 보장이라는 댓글 맞네요 맞아': '맛/향/풍미', '좋아하는 참치 한 캔 넣었더니 너무 맛있게 먹었어요': '활용 방법', '비상용으로 재구매 갑니다': '보관'}"
881,항상 만족하는 제품입니다 다음에도 주문하려구요 ,{}
882,김 구원 다른 시리즈에 비해 그냥 그랬어요,{}
883,맛있게 잘 먹었습니다 다음에도 구매해 먹을 의향 있습니다   ,{}
884,궁금해서 구매해 봤는데 맛있어요 ,{'맛있어요': '맛/향/풍미'}
885,맛 잇게 잘 먹엇어요 편해요,"{'맛 잇게 잘 먹엇어요': '맛/향/풍미', '편해요': '활용 방법'}"
886,김치 더 넣고 김치 국처럼 끓이면 맛있어요,{'김치 더 넣고 김치 국처럼 끓이면 맛있어요': '활용 방법'}
887,김치 더 넣어서 끓여도 맛나요,{'김치 더 넣어서 끓여도 맛나요': '활용 방법'}
888,순두부랑 김치와 여러 야채가 들어 있어서 편하게 왔네요,{'순두부랑 김치와 여러 야채가 들어 있어서 편하게 왔네요': '활용 방법'}
889,김치 순 두부찌개 맛있어요 ,{'김치 순 두부찌개 맛있어요': '맛/향/풍미'}
890,김치 순두부 찌기 ㅐ 잘 먹음,{}
891,무난한 맛 재구매는 글쎄요 ,{}
892,간단하게 해 먹으려고 샀네여 기대 중,{}
893,김 구원 새로운 맛 기대됩니다,{}
894,순두부 맛있어요 다시 팩도 있어 좋습니다,"{'순두부 맛있어요': '맛/향/풍미', '다시 팩도 있어 좋습니다': '양'}"
895,맛있는 김치찌개에 순두부 들어간 맛입니다 ,{'맛있는 김치찌개에 순두부 들어간 맛입니다': '맛/향/풍미'}
896,벌써 몇 번째 구입인지 너무 맛있음,{'너무 맛있음': '맛/향/풍미'}
897,상품 배송 모두 만족해요 ,{}
898,자취하는 아들 간편히 먹을 수 있는 걸 보내 주었어요 ,{}
899,맛있어서 여러 번 재구매,{}
900,올 쿡 너를 반드시 기억하마 도데체 한숫 가락 먹고 버린 것은 니가 처음이다 도저히 참고 먹을 수도 없다 상 노무 새끼들아 내가 훈련소에서도 밥 투정 안 하고 잘 먹었는데 너는 욕 좀 처 먹어야겠다 만든 놈 씨발 롬들아,{}
901,녹이는 중에 변질되는 이상한 된장국,{}
902,"이거 무슨 맛으로 먹는지  
된장찌개 이렇게 맛없는 건 처음이에요 
된찌만 있어도 밥 두 그릇 먹는 사람인데 이건 아무 맛도 안 나고 달래 맛도 없고 달래 잠시 씻어 낸 물에 된장 살짝 푼 거 같아요 ","{'된장찌개 이렇게 맛없는 건 처음이에요': '맛/향/풍미', '아무 맛도 안 나고': '맛/향/풍미', '달래 맛도 없고': '맛/향/풍미', '달래 잠시 씻어 낸 물에 된장 살짝 푼 거 같아요': '맛/향/풍미'}"
903,"아이들이 넘 맛있다고 밥 한 공기 뚝딱했네요 
두부도 같이 넣어 주면 더 맛나요
재구매 하고 갑니다 ㅎ","{'아이들이 넘 맛있다고 밥 한 공기 뚝딱했네요': '맛/향/풍미', '두부도 같이 넣어 주면 더 맛나요': '활용 방법', '재구매 하고 갑니다': '가격'}"
904,배송도 빠르고 포장도 잘 되어서 왔어요,"{'배송도 빠르고': '포장/배송', '포장도 잘 되어서 왔어요': '포장/배송'}"
905,생각했던 맛 그대로는 아니긴한데 그래도 먹을 만합니다,{}
906,달래 향이 향긋하고 건더기도 많고 인스턴트아니고 시골 된장 맛이 나요 근데 양이 좀 적네요 그래도 넘 맛있어 오 ㅡ,"{'달래 향이 향긋하고': '맛/향/풍미', '건더기도 많고': '양', '양이 좀 적네요': '양', '그래도 넘 맛있어': '맛/향/풍미'}"
907,뭔가 흙 맛도 아니고 이상한 냄새가 납니다,"{'뭔가 흙 맛도 아니고': '맛/향/풍미', '이상한 냄새가 납니다': '맛/향/풍미'}"
908,달래 들어간 된장찌개 신기해여,{}
909,된장이 넘 묽고 달래에 대한 기대는 하지 말아야 ㅠ,"{'된장이 넘 묽고': '맛/향/풍미', '달래에 대한 기대는 하지 말아야': '맛/향/풍미'}"
910,"기대했는데 별로였어요 달래가 많이 들었긴한데 향도 안 나고 건더기도 부실해요
그냥 맛이 없는 편이라 재구매 의사 없습니다","{'기대했는데 별로였어요': '맛/향/풍미', '달래가 많이 들었긴한데 향도 안 나고': '맛/향/풍미', '건더기도 부실해요': '양', '그냥 맛이 없는 편이라 재구매 의사 없습니다': '가격'}"
911,"주문해서 받은 된장찌개에서 벌레가 나왔네요
당황스럽네요 
이렇게 큰 게 들어갈 정도로 관리가 안 된다면 문제가 있는 것 같습니다","{'주문해서 받은 된장찌개에서 벌레가 나왔네요': '포장/배송', '당황스럽네요': '포장/배송', '이렇게 큰 게 들어갈 정도로 관리가 안 된다면 문제가 있는 것 같습니다': '포장/배송'}"
912,달래 엄청 많이 들어 있어서 좋네여,{'달래 엄청 많이 들어 있어서 좋네여': '양'}
913,찌개가 아니고 국 같음 맛 별로,"{'찌개가 아니고 국 같음': '양', '맛 별로': '맛/향/풍미'}"
